weekday,date,price_usd
We,17-11-10,0.23
Tu,16-11-10,0.22
Mo,15-11-10,0.27
Fr,12-11-10,0.27
Th,11-11-10,0.22
We,10-11-10,0.24
Tu,09-11-10,0.21
Mo,08-11-10,0.24
Fr,05-11-10,0.26
Th,04-11-10,0.23
We,03-11-10,0.19
Tu,02-11-10,0.19
Mo,01-11-10,0.2
Fr,29-10-10,0.19
Th,28-10-10,0.17
We,27-10-10,0.19
Tu,26-10-10,0.15
Mo,25-10-10,0.13
Fr,22-10-10,0.1
Th,21-10-10,0.11
We,20-10-10,0.1
Tu,19-10-10,0.1
Mo,18-10-10,0.1
Fr,15-10-10,0.11
Th,14-10-10,0.1
We,13-10-10,0.11
Tu,12-10-10,0.09
Mo,11-10-10,0.1
Fr,08-10-10,0.09
Th,07-10-10,0.07
We,06-10-10,0.06
Tu,05-10-10,0.06
Mo,04-10-10,0.06
Fr,01-10-10,0.06
Th,30-09-10,0.06
We,29-09-10,0.06
Tu,28-09-10,0.06
Mo,27-09-10,0.06
Fr,24-09-10,0.06
Th,23-09-10,0.06
We,22-09-10,0.06
Tu,21-09-10,0.06
Mo,20-09-10,0.06
Fr,17-09-10,0.06
Th,16-09-10,0.06
We,15-09-10,0.06
Tu,14-09-10,0.06
Mo,13-09-10,0.06
Fr,10-09-10,0.06
Th,09-09-10,0.06
We,08-09-10,0.06
Tu,07-09-10,0.06
Mo,06-09-10,0.06
Fr,03-09-10,0.06
Th,02-09-10,0.06
We,01-09-10,0.06
Tu,31-08-10,0.06
Mo,30-08-10,0.06
Fr,27-08-10,0.07
Th,26-08-10,0.06
We,25-08-10,0.06
Tu,24-08-10,0.07
Mo,23-08-10,0.06
Fr,20-08-10,0.07
Th,19-08-10,0.07
We,18-08-10,0.07
Tu,17-08-10,0.07
Mo,16-08-10,0.07
Fr,13-08-10,0.06
Th,12-08-10,0.07
We,11-08-10,0.07
Tu,10-08-10,0.07
Mo,09-08-10,0.07
Fr,06-08-10,0.06
Th,05-08-10,0.06
We,04-08-10,0.06
Tu,03-08-10,0.06
Mo,02-08-10,0.06
Fr,30-07-10,0.06
Th,29-07-10,0.07
We,28-07-10,0.06
Tu,27-07-10,0.06
Mo,26-07-10,0.06
Fr,23-07-10,0.06
Th,22-07-10,0.05
We,21-07-10,0.08
Tu,20-07-10,0.07
Mo,19-07-10,0.08
