time,block,supply,fees,new_supply,new_fees,no_users,no_miners,no_transactions,no_auto_transactions,curr_transacted,curr_auto_transacted,new_users,new_miners,new_transactions,new_auto_transactions,new_curr_transacted,new_curr_auto_transacted,no_users_sunk,no_miners_sunk,curr_sunk,new_users_sunk,new_miners_sunk,new_curr_sunk,miner_wealth,user_wealth,ns_alltime_user_wealth,ns_alltime_miner_wealth,alltime_miner_wealth,alltime_user_wealth,ns_miner_wealth,ns_user_wealth,ns_pureuser_wealth,pureuser_wealth,transformed_user_to_miner,lost_track
2009-02-04,3043,152150.0,2.01,5950.0,0.0,2652,2632,42.0,8.0,6573.1,5.115699530655604e-15,91,91,0.0,0.0,0.0,0.0,2184,2173,109443.02,86,86,4300.0,149398.95000000001,2751.0499999999884,1840.989999999998,40865.989999999998,149518.0,2632.0,40746.940000000002,1960.0399999999936,1960.04,2751.0500000000002,389,8.52443116095003e-15
2009-02-05,3169,158450.0,2.01,6300.0,0.0,2744,2724,42.0,8.0,6573.1,5.115699530655604e-15,92,92,0.0,0.0,0.0,0.0,2272,2261,113843.02,88,88,4400.0,155698.95000000001,2751.0499999999884,1840.989999999998,42765.989999999998,155818.0,2632.0,42646.940000000002,1960.0399999999936,1960.04,2751.0500000000002,423,8.52443116095003e-15
2009-02-06,3291,164550.0,2.01,6100.0,0.0,2838,2818,42.0,8.0,6573.1,5.115699530655604e-15,94,94,0.0,0.0,0.0,0.0,2358,2347,118143.02,86,86,4300.0,161798.95000000001,2751.0499999999884,1840.989999999998,44565.989999999998,161918.0,2632.0,44446.940000000002,1960.0399999999936,1960.04,2751.0500000000002,451,8.52443116095003e-15
2009-02-07,3420,171000.0,2.01,6450.0,0.0,2934,2911,42.0,8.0,6573.1,5.115699530655604e-15,96,93,4.0,0.0,1150.0,0.0,2448,2434,122843.02,90,87,4700.0,167098.98999999999,3901.0100000000093,2640.9899999999907,45515.990000000005,167218.0,3782.0,45396.979999999996,2760.0,2760.0,3901.0100000000002,484,8.52443116095003e-15
2009-02-08,3552,177600.0,2.01,6600.0,0.0,3023,3001,46.0,8.0,7723.1,5.115699530655604e-15,89,90,1.0,0.0,1000.0,0.0,2531,2517,126993.02,83,83,4150.0,174698.98999999999,2901.0100000000093,1640.9899999999907,48965.990000000005,174818.0,2782.0,48846.979999999996,1760.0,1760.0,2901.0100000000002,526,8.52443116095003e-15
2009-02-09,3686,184300.0,2.01,6700.0,0.0,3125,3103,47.0,8.0,8723.1,5.115699530655604e-15,102,102,1.0,0.0,2200.0,0.0,2625,2611,131693.02000000002,94,94,4700.0000000000146,181398.98999999999,2901.0100000000093,1640.989999999998,50965.990000000005,181518.0,2782.0,50846.979999999996,1760.0000000000073,1760.0,2901.0100000000002,557,8.52443116095003e-15
2009-02-10,3806,190300.0,2.01,6000.0,0.0,3229,3207,48.0,8.0,10923.1,5.115699530655604e-15,104,104,0.0,0.0,0.0,0.0,2723,2709,136593.02000000002,98,98,4900.0,187398.98999999999,2901.0100000000093,1640.9899999999907,52065.990000000005,187518.0,2782.0,51946.979999999996,1760.0,1760.0,2901.0100000000002,573,8.52443116095003e-15
2009-02-11,3939,196950.0,2.01,6650.0,0.0,3334,3310,48.0,8.0,10923.1,5.115699530655604e-15,105,103,2.0,0.0,550.04,0.0,2824,2809,141793.02000000002,101,100,5200.0,193498.95000000001,3451.0499999999884,1991.0299999999988,53165.949999999997,193617.96000000002,3332.039999999979,53046.940000000002,2110.0399999999936,2110.04,3451.0500000000002,601,-4.8318987699857985e-14
2009-02-12,4058,202900.0,2.01,5950.0,0.0,3431,3407,50.0,8.0,11473.14,5.115699530655604e-15,97,97,0.0,0.0,0.0,0.0,2916,2901,146393.02000000002,92,92,4600.0,199448.95000000001,3451.0499999999884,1991.0299999999988,54515.949999999997,199567.96000000002,3332.039999999979,54396.940000000002,2110.0399999999936,2110.04,3451.0500000000002,623,-4.8318987699857985e-14
2009-02-13,4182,209100.0,2.01,6200.0,0.0,3527,3503,50.0,8.0,11473.14,5.115699530655604e-15,96,96,0.0,0.0,0.0,0.0,3007,2992,150943.02000000002,91,91,4550.0,205648.95000000001,3451.0499999999884,1991.0299999999988,56165.949999999997,205767.96000000002,3332.039999999979,56046.940000000002,2110.0399999999936,2110.04,3451.0500000000002,651,-4.8318987699857985e-14
2009-02-14,4318,215900.0,2.01,6800.0,0.0,3633,3609,50.0,8.0,11473.14,5.115699530655604e-15,106,106,0.0,0.0,0.0,0.0,3105,3090,155843.02000000002,98,98,4900.0,212448.95000000001,3451.0499999999884,1991.0300000000061,58065.949999999997,212567.96000000002,3332.039999999979,57946.940000000002,2110.0400000000009,2110.04,3451.0500000000002,681,-4.8318987699857985e-14
2009-02-15,4446,222300.0,2.01,6400.0,0.0,3729,3704,50.0,8.0,11473.14,5.115699530655604e-15,96,95,3.0,0.0,900.0,0.0,3193,3178,160243.02000000002,88,88,4400.0,218298.95000000001,4001.0499999999884,2541.0300000000061,59515.949999999997,218417.95999999999,3882.0400000000081,59396.940000000002,2660.0400000000009,2660.04,4001.0500000000002,711,-4.8318987699857985e-14
2009-02-16,4568,228400.0,2.01,6100.0,0.0,3827,3802,53.0,8.0,12373.14,5.115699530655604e-15,98,98,1.0,0.0,1500.0,0.0,3285,3270,164843.02000000002,92,92,4600.0,224398.95000000001,4001.0499999999884,2541.0300000000061,61015.949999999997,224517.95999999999,3882.0400000000081,60896.940000000002,2660.0400000000009,2660.04,4001.0500000000002,734,-4.8318987699857985e-14
2009-02-17,4685,234250.0,2.01,5850.0,0.0,3920,3895,54.0,8.0,13873.14,5.115699530655604e-15,93,93,0.0,0.0,0.0,0.0,3372,3357,169193.02000000002,87,87,4350.0,230248.95000000001,4001.0499999999884,2541.0299999999988,62515.949999999997,230367.96000000002,3882.039999999979,62396.940000000002,2660.0399999999936,2660.04,4001.0500000000002,758,-4.8318987699857985e-14
