Date,"Bitcoin"
2016-04-06,8212
2016-04-07,8289
2016-04-08,8760
2016-04-09,6351
2016-04-10,6910
2016-04-11,9268
2016-04-12,8641
2016-04-13,9055
2016-04-14,8202
2016-04-15,7162
2016-04-16,5785
2016-04-17,6340
2016-04-18,7743
2016-04-19,9076
2016-04-20,8403
2016-04-21,11381
2016-04-22,9665
2016-04-23,7170
2016-04-24,8433
2016-04-25,9045
2016-04-26,9250
2016-04-27,8777
2016-04-28,9540
2016-04-29,7765
2016-04-30,6176
2016-05-01,6593
2016-05-02,88391
2016-05-03,43326
2016-05-04,20101
2016-05-05,25386
2016-05-06,17048
2016-05-07,11166
2016-05-08,11207
2016-05-09,13087
2016-05-10,12193
2016-05-11,10845
2016-05-12,11455
2016-05-13,9489
2016-05-14,12031
2016-05-15,11799
2016-05-16,11516
2016-05-17,8974
2016-05-18,9947
2016-05-19,12168
2016-05-20,8393
2016-05-21,6660
2016-05-22,7085
2016-05-23,8706
2016-05-24,8943
2016-05-25,8226
2016-05-26,8012
2016-05-27,7843
2016-05-28,7516
2016-05-29,7165
2016-05-30,12745
2016-05-31,13783
2016-06-01,10917
2016-06-02,9668
2016-06-03,9507
2016-06-04,7824
2016-06-05,11299
2016-06-06,10305
2016-06-07,9828
2016-06-08,9526
2016-06-09,9328
2016-06-10,8527
2016-06-11,7960
2016-06-12,8817
2016-06-13,12454
2016-06-14,10859
2016-06-15,10005
2016-06-16,10618
2016-06-17,10851
2016-06-18,8859
2016-06-19,9315
2016-06-20,11896
2016-06-21,11977
2016-06-22,9837
2016-06-23,9912
2016-06-24,19135
2016-06-25,12669
2016-06-26,8292
2016-06-27,11629
2016-06-28,10003
2016-06-29,10158
2016-06-30,9599
2016-07-01,8764
2016-07-02,7717
2016-07-03,8615
2016-07-04,9364
2016-07-05,9447
2016-07-06,9129
2016-07-07,9574
2016-07-08,8771
2016-07-09,8843
2016-07-10,10305
2016-07-11,10443
2016-07-12,10146
2016-07-13,10027
2016-07-14,9109
2016-07-15,8596
2016-07-16,7157
2016-07-17,8148
2016-07-18,8920
2016-07-19,8270
2016-07-20,8357
2016-07-21,8658
2016-07-22,9800
2016-07-23,6549
2016-07-24,7274
2016-07-25,9280
2016-07-26,10095
2016-07-27,10107
2016-07-28,9118
2016-07-29,8102
2016-07-30,7619
2016-07-31,68433
2016-08-01,7849
2016-08-02,8291
2016-08-03,18927
2016-08-04,12782
2016-08-05,9473
2016-08-06,7570
2016-08-07,13610
2016-08-08,12052
2016-08-09,11249
2016-08-10,9015
2016-08-11,8400
2016-08-12,7756
2016-08-13,6851
2016-08-14,6860
2016-08-15,7890
2016-08-16,8422
2016-08-17,8694
2016-08-18,10122
2016-08-19,8392
2016-08-20,6836
2016-08-21,7330
2016-08-22,8395
2016-08-23,8897
2016-08-24,9239
2016-08-25,8900
2016-08-26,8442
2016-08-27,7126
2016-08-28,7543
2016-08-29,8722
2016-08-30,8666
2016-08-31,9172
2016-09-01,8596
2016-09-02,8115
2016-09-03,7347
2016-09-04,7896
2016-09-05,9039
2016-09-06,9374
2016-09-07,9426
2016-09-08,10042
2016-09-09,9121
2016-09-10,8218
2016-09-11,7890
2016-09-12,10175
2016-09-13,11035
2016-09-14,10442
2016-09-15,10277
2016-09-16,10414
2016-09-17,9034
2016-09-18,9227
2016-09-19,9584
2016-09-20,9873
2016-09-21,9285
2016-09-22,9903
2016-09-23,8100
2016-09-24,8840
2016-09-25,7642
2016-09-26,9531
2016-09-27,8507
2016-09-28,8127
2016-09-29,8014
2016-09-30,8491
2016-10-01,7590
2016-10-02,7652
2016-10-03,8347
2016-10-04,9345
2016-10-05,9086
2016-10-06,8649
2016-10-07,8874
2016-10-08,7025
2016-10-09,7078
2016-10-10,7981
2016-10-11,9581
2016-10-12,10134
2016-10-13,8788
2016-10-14,8502
2016-10-15,6829
2016-10-16,7378
2016-10-17,9038
2016-10-18,9037
2016-10-19,8766
2016-10-20,7861
2016-10-21,9966
2016-10-22,6727
2016-10-23,8054
2016-10-24,8868
2016-10-25,9923
2016-10-26,8501
2016-10-27,8667
2016-10-28,14518
2016-10-29,10900
2016-10-30,8571
2016-10-31,12082
2016-11-01,10272
2016-11-02,10374
2016-11-03,9857
2016-11-04,9168
2016-11-05,12204
2016-11-06,10908
2016-11-07,11614
2016-11-08,11807
2016-11-09,12959
2016-11-10,11493
2016-11-11,10046
2016-11-12,8957
2016-11-13,9805
2016-11-14,21607
2016-11-15,11771
2016-11-16,12522
2016-11-17,11377
2016-11-18,10650
2016-11-19,8894
2016-11-20,10466
2016-11-21,11120
2016-11-22,11421
2016-11-23,10960
2016-11-24,11876
2016-11-25,10238
2016-11-26,8430
2016-11-27,9523
2016-11-28,12311
2016-11-29,14544
2016-11-30,12018
2016-12-01,10921
2016-12-02,11564
2016-12-03,8544
2016-12-04,8833
2016-12-05,10512
2016-12-06,11527
2016-12-07,10847
2016-12-08,10893
2016-12-09,9588
2016-12-10,8835
2016-12-11,8676
2016-12-12,10465
2016-12-13,11745
2016-12-14,11373
2016-12-15,10924
2016-12-16,10416
2016-12-17,8770
2016-12-18,9127
2016-12-19,11821
2016-12-20,11646
2016-12-21,12246
2016-12-22,13374
2016-12-23,14116
2016-12-24,11547
2016-12-25,10882
2016-12-26,12433
2016-12-27,13454
2016-12-28,14314
2016-12-29,15813
2016-12-30,16270
2016-12-31,10295
2017-01-01,9554
2017-01-02,22579
2017-01-03,25183
2017-01-04,22281
2017-01-05,24655
2017-01-06,21964
2017-01-07,17362
2017-01-08,16490
2017-01-09,17720
2017-01-10,16258
2017-01-11,17559
2017-01-12,18224
2017-01-13,16546
2017-01-14,15220
2017-01-15,12144
2017-01-16,13679
2017-01-17,16112
2017-01-18,14637
2017-01-19,14435
2017-01-20,11860
2017-01-21,10255
2017-01-22,11029
2017-01-23,14272
2017-01-24,13062
2017-01-25,12050
2017-01-26,11932
2017-01-27,11747
2017-01-28,12571
2017-01-29,11690
2017-01-30,14073
2017-01-31,13225
2017-02-01,13278
2017-02-02,13524
2017-02-03,12876
2017-02-04,11078
2017-02-05,12070
2017-02-06,13166
2017-02-07,13554
2017-02-08,13313
2017-02-09,13381
2017-02-10,12212
2017-02-11,10009
2017-02-12,10944
2017-02-13,12472
2017-02-14,11624
2017-02-15,12330
2017-02-16,12923
2017-02-17,14331
2017-02-18,12842
2017-02-19,10644
2017-02-20,12193
2017-02-21,13870
2017-02-22,13371
2017-02-23,14046
2017-02-24,15834
2017-02-25,17751
2017-02-26,16385
2017-02-27,15063
2017-02-28,15679
2017-03-01,17507
2017-03-02,18929
2017-03-03,40347
2017-03-04,25835
2017-03-05,17862
2017-03-06,20274
2017-03-07,17149
2017-03-08,15721
2017-03-09,15556
2017-03-10,19093
2017-03-11,15958
2017-03-12,14093
2017-03-13,16417
2017-03-14,19528
2017-03-15,17689
2017-03-16,16895
2017-03-17,15663
2017-03-18,15288
2017-03-19,14669
2017-03-20,17922
2017-03-21,16453
2017-03-22,14885
2017-03-23,14546
2017-03-24,13225
2017-03-25,11334
2017-03-26,12736
2017-03-27,13370
2017-03-28,13970
2017-03-29,13533
2017-03-30,13812
2017-03-31,12980
2017-04-01,11815
2017-04-02,11420
2017-04-03,14614
2017-04-04,14537
2017-04-05,13465
2017-04-06,13169
2017-04-07,13208
2017-04-08,11200
2017-04-09,10873
2017-04-10,13166
2017-04-11,16999
2017-04-12,13871
2017-04-13,13786
2017-04-14,12174
2017-04-15,10065
2017-04-16,11044
2017-04-17,18666
2017-04-18,22995
2017-04-19,15773
2017-04-20,14703
2017-04-21,14230
2017-04-22,11143
2017-04-23,12071
2017-04-24,16047
2017-04-25,16503
2017-04-26,14681
2017-04-27,14889
2017-04-28,13791
2017-04-29,11038
2017-04-30,16195
2017-05-01,14544
2017-05-02,17143
2017-05-03,17277
2017-05-04,19238
2017-05-05,16900
2017-05-06,17793
2017-05-07,17777
2017-05-08,19666
2017-05-09,23935
2017-05-10,24385
2017-05-11,25185
2017-05-12,39626
2017-05-13,47817
2017-05-14,43113
2017-05-15,91099
2017-05-16,88685
2017-05-17,59979
2017-05-18,45865
2017-05-19,38662
2017-05-20,33314
2017-05-21,31659
2017-05-22,70929
2017-05-23,77232
2017-05-24,70266
2017-05-25,73348
2017-05-26,61597
2017-05-27,41682
2017-05-28,32640
2017-05-29,35534
2017-05-30,35423
2017-05-31,34254
2017-06-01,31694
2017-06-02,28056
2017-06-03,25776
2017-06-04,23455
2017-06-05,28797
2017-06-06,35757
2017-06-07,33834
2017-06-08,27396
2017-06-09,26320
2017-06-10,23523
2017-06-11,27303
2017-06-12,35940
2017-06-13,32860
2017-06-14,28795
2017-06-15,29145
2017-06-16,28247
2017-06-17,23079
2017-06-18,22615
2017-06-19,25447
2017-06-20,28562
2017-06-21,32491
2017-06-22,30385
2017-06-23,25673
2017-06-24,24171
2017-06-25,22222
2017-06-26,25687
2017-06-27,35577
2017-06-28,45873
2017-06-29,34271
2017-06-30,26499
2017-07-01,23015
2017-07-02,24879
2017-07-03,25546
2017-07-04,25454
2017-07-05,26835
2017-07-06,27578
2017-07-07,24291
2017-07-08,21337
2017-07-09,22075
2017-07-10,26029
2017-07-11,27965
2017-07-12,27322
2017-07-13,28320
2017-07-14,24585
2017-07-15,20377
2017-07-16,20854
2017-07-17,24527
2017-07-18,29243
2017-07-19,31101
2017-07-20,32662
2017-07-21,26503
2017-07-22,23406
2017-07-23,28733
2017-07-24,28648
2017-07-25,26829
2017-07-26,27343
2017-07-27,27907
2017-07-28,24242
2017-07-29,21545
2017-07-30,35070
2017-07-31,24947
2017-08-01,53066
2017-08-02,77020
2017-08-03,31439
2017-08-04,24554
2017-08-05,26393
2017-08-06,26523
2017-08-07,34664
2017-08-08,41798
2017-08-09,37017
2017-08-10,34824
2017-08-11,32144
2017-08-12,29789
2017-08-13,38392
2017-08-14,52910
2017-08-15,48514
2017-08-16,41717
2017-08-17,38805
2017-08-18,38499
2017-08-19,35335
2017-08-20,36346
2017-08-21,37991
2017-08-22,41910
2017-08-23,40176
2017-08-24,37747
2017-08-25,35538
2017-08-26,31638
2017-08-27,29011
2017-08-28,32545
2017-08-29,35649
2017-08-30,37497
2017-08-31,40717
2017-09-01,37745
2017-09-02,34203
2017-09-03,33920
2017-09-04,40423
2017-09-05,40049
2017-09-06,39593
2017-09-07,39771
2017-09-08,32450
2017-09-09,29221
2017-09-10,29004
2017-09-11,31487
2017-09-12,36669
2017-09-13,51285
2017-09-14,46945
2017-09-15,45844
2017-09-16,35393
2017-09-17,33829
2017-09-18,39631
2017-09-19,38494
2017-09-20,34188
2017-09-21,31065
2017-09-22,28590
2017-09-23,22355
2017-09-24,23710
2017-09-25,26521
2017-09-26,26945
2017-09-27,27887
2017-09-28,26235
2017-09-29,25139
2017-09-30,21560
2017-10-01,23638
2017-10-02,26007
2017-10-03,26996
2017-10-04,29069
2017-10-05,26853
2017-10-06,24784
2017-10-07,22487
2017-10-08,23976
2017-10-09,28288
2017-10-10,29241
2017-10-11,31418
2017-10-12,45338
2017-10-13,53804
2017-10-14,40825
2017-10-15,37131
2017-10-16,41339
2017-10-17,37203
2017-10-18,34385
2017-10-19,34379
2017-10-20,39782
2017-10-21,44661
2017-10-22,40331
2017-10-23,46345
2017-10-24,43756
2017-10-25,40927
