"x"
"193",0.0777959710587152
"194",0.0727901380103554
"195",0.0901641818672871
"196",0.104467449955338
"197",0.148767225485793
"198",0.0986672030296168
"199",0.13099627775791
"200",0.212819763368156
"201",0.178832363258715
"202",0.159976977580129
"203",0.144522070301087
"204",0.13671195886064
"205",0.0949369530486722
"206",0.089841175252381
"207",0.0909850103300596
"208",0.0865462126016146
"209",0.0821625723948037
"210",0.094349421253424
"211",0.136348249998402
"212",0.190741867062856
"213",0.230524203143769
"214",0.27902351549772
"215",0.288077497500956
"216",0.230659601294774
"217",0.280272993155913
"218",0.310831957090071
"219",0.298839273982671
"220",0.317420733072762
"221",0.319368190396282
"222",0.328116604039597
"223",0.361186562987722
"224",0.386366196507703
"225",0.389686327791826
"226",0.360690735659697
"227",0.337505639315252
"228",0.378798930211585
"229",0.392286391908706
"230",0.387501329007955
"231",0.370795306911234
"232",0.404377110609807
"233",0.449817521536758
"234",0.451866539904894
"235",0.47576376650204
"236",0.495759158362387
"237",0.514241670360111
"238",0.563699217731308
"239",0.612628837876397
"240",0.580033137968621
"241",0.588415996679464
"242",0.560348986025228
"243",0.537638816253935
"244",0.561958480216278
"245",0.577205262877374
"246",0.55506836176344
"247",0.555120570796012
"248",0.571000352231703
"249",0.566294876205582
"250",0.55879200497345
"251",0.524660554795721
"252",0.542981237083338
"253",0.534953259278753
"254",0.494863485428832
"255",0.477872933814253
"256",0.486689597826601
"257",0.443833001774041
"258",0.424510899066759
"259",0.413367827657891
"260",0.43663504097448
"261",0.448340178473677
"262",0.457014045504982
"263",0.444156156974623
"264",0.444587783539852
"265",0.433085857506926
"266",0.379779048032029
"267",0.38725617810846
"268",0.384516073103346
"269",0.384026374163016
"270",0.379047889305284
"271",0.348036172535523
"272",0.288352105574346
"273",0.299528620986245
"274",0.280221029334357
"275",0.235472751076473
"276",0.284682662886642
"277",0.307470400032154
"278",0.302574990303193
"279",0.201410569644783
"280",0.228037729542708
"281",0.240685216795516
"282",0.211588028149577
"283",0.171405995621101
"284",0.169345594018345
"285",0.129104940337317
"286",0.0849632500421854
"287",0.146911971693926
"288",0.133219844242461
"289",0.106705095227659
"290",0.0945943408289624
"291",0.0884865865746005
"292",0.0772403344414631
"293",0.0531891019377733
"294",0.0469540474587057
"295",0.0570639634437149
"296",0.0189814413593547
"297",0.0284955698859494
"298",0.0197925273417433
"299",0.01
"300",0.0187948126797268
"301",0.03046991538071
"302",0.016583342003412
"303",0.0273010329581501
"304",0.0365586139987299
"305",0.0359032965662076
"306",0.0593507413015042
"307",0.0524934662485337
"308",0.0465054380593894
"309",0.0464243207390418
"310",0.0470763520299742
"311",0.0336369964951632
"312",0.037242813647255
"313",0.0444465629135744
"314",0.0392851930672094
"315",0.0289941973908886
"316",0.023787855234095
"317",0.0364721537044186
"318",0.036465367175692
"319",0.0300964991721044
"320",0.01
"321",0.01
"322",0.01
"323",0.01
"324",0.01
"325",0.01
"326",0.01
"327",0.01
"328",0.0136786482965895
"329",0.012657794500539
"330",0.011659239447203
"331",0.0175981397738804
"332",0.01
"333",0.0167338158203769
"334",0.0295318119088309
"335",0.0277937019084093
"336",0.0213048835227335
"337",0.0236488676685626
"338",0.0236929684413803
"339",0.0358855705382779
"340",0.0452257517942327
"341",0.058867662011331
"342",0.0577368882776293
"343",0.0963734578639707
"344",0.083046114875826
"345",0.0820438158149758
"346",0.0912046092366058
"347",0.0973431073918017
"348",0.116973162669775
"349",0.146651523210932
"350",0.197173154335915
"351",0.255373659115768
"352",0.297958102216041
"353",0.196482724121593
"354",0.197903574340104
"355",0.248914126699209
"356",0.280478950485906
"357",0.263175061992784
"358",0.324325898021378
"359",0.300163102746736
"360",0.289262276214749
"361",0.280813658689643
"362",0.295924094085241
"363",0.28834834947482
"364",0.308923715048518
"365",0.318484819140695
"366",0.279420470770567
"367",0.260629195203477
"368",0.275463124786065
"369",0.244824889504807
"370",0.273564598857736
"371",0.267993548000421
"372",0.26548705604283
"373",0.262399237452996
"374",0.252276054022192
"375",0.193434097705984
"376",0.24980498386089
"377",0.256458940276459
"378",0.280319656696768
"379",0.283363907863682
"380",0.297332576243653
"381",0.419754341822364
"382",0.402466120027699
"383",0.400385029910059
"384",0.50221704032181
"385",0.478325996496674
"386",0.475792515129774
"387",0.424835957762204
"388",0.456752569907726
"389",0.474065311453356
"390",0.47583993155962
"391",0.443652002547608
"392",0.445187509196656
"393",0.438634057923267
"394",0.440282737058082
"395",0.426502129689399
"396",0.408550869847738
"397",0.369086530560831
"398",0.417713141612842
"399",0.439603983276283
"400",0.451765222231774
"401",0.427879742547244
"402",0.395616545854695
"403",0.389437227778178
"404",0.473711876306663
"405",0.448173310092186
"406",0.438202729103869
"407",0.491890020196694
"408",0.49072615555987
"409",0.486863129790708
"410",0.501400078220789
"411",0.496048860550148
"412",0.428172958261899
"413",0.435732883458932
"414",0.413089062858414
"415",0.441047054075439
"416",0.441225414163173
"417",0.459562389000166
"418",0.514763099681702
"419",0.541634728838546
"420",0.539719945590504
"421",0.521577225660585
"422",0.540433464411058
"423",0.562410999162851
"424",0.605792836622293
"425",0.619352284237598
"426",0.686154065095483
"427",0.669065731555785
"428",0.663456754435235
"429",0.615131017437613
"430",0.605352588006862
"431",0.613231566804126
"432",0.585828342890724
"433",0.57856904052829
"434",0.609858532212887
"435",0.626205121984288
"436",0.5950532356091
"437",0.585643939431235
"438",0.587264146051778
"439",0.578065386446405
"440",0.579242185025496
"441",0.58835199102812
"442",0.578955276765235
"443",0.628926634702978
"444",0.634095083416782
"445",0.593376291389411
"446",0.586574833955259
"447",0.596307230438276
"448",0.587438057265655
"449",0.622961785275283
"450",0.630818829268095
"451",0.62281079967623
"452",0.615452320294896
"453",0.650093388669184
"454",0.618928658729382
"455",0.59181818511268
"456",0.665494734067674
"457",0.618582968500071
"458",0.635533065732413
"459",0.65818604024569
"460",0.649698719481669
"461",0.621762302923283
"462",0.605719116291656
"463",0.605540318190145
"464",0.56139402938591
"465",0.561473838670179
"466",0.521748137010423
"467",0.56533547512136
"468",0.570439208464553
"469",0.621879887465244
"470",0.640489504251937
"471",0.669660508635256
"472",0.651904428747047
"473",0.660560997024157
"474",0.665050155579882
"475",0.651127027162237
"476",0.623359565107727
"477",0.615399649705641
"478",0.605113331566203
"479",0.619133592832806
"480",0.593362531944767
"481",0.62234411034225
"482",0.628149975888142
"483",0.632024837126431
"484",0.704332656259682
"485",0.726746818973766
"486",0.692695343118284
"487",0.723779686808603
"488",0.754030547918999
"489",0.742649090292116
"490",0.685695935931364
"491",0.678778824884252
"492",0.685080994370693
"493",0.706036232897259
"494",0.694098563432086
"495",0.681460463220561
"496",0.711956040803144
"497",0.717635611612826
"498",0.69339755222827
"499",0.637072643174417
"500",0.585074684199436
